ID_cliente	Data_Compra	Quantia_Compra	Canal_Compra	Categoria_Produto
2204	2014-11-09	2738.83	Loja Física	Vestuário
1463	2013-08-30	255.97	Loja Física	Beleza
953	2013-02-18	2940.9	Loja Física	Livros
2429	2013-06-13	191.93	Site	Esporte
1108	2015-09-15	272.69	App	Vestuário
215	2013-03-01	2642.53	App	Eletrônicos
1801	2015-01-17	19.89	App	Vestuário
58	2013-04-14	46.82	Loja Física	Eletrônicos
1050	2014-10-23	140.47	Site	Livros
2749	2014-08-27	25.85	App	Livros
3199	2015-01-10	2798.13	Marketplace	Casa e Decoração
1725	2013-07-07	88.76	Marketplace	Beleza
1423	2015-05-11	1352.42	Loja Física	Casa e Decoração
2143	2015-03-06	1661.98	Site	Eletrônicos
1871	2015-03-06	171.9	App	Beleza
2602	2014-08-05	2442.83	Loja Física	Beleza
1687	2015-02-21	598.97	App	Eletrônicos
2532	2014-05-13	31.2	Site	Casa e Decoração
2089	2015-07-03	182.7	Loja Física	Livros
301	2015-12-28	258.13	Site	Eletrônicos
25	2013-08-03	315.53	Loja Física	Casa e Decoração
1819	2015-01-29	352.26	Site	Eletrônicos
1578	2013-09-12	230.4	Marketplace	Livros
995	2014-06-11	775.26	App	Vestuário
133	2013-09-25	115.52	App	Livros
3364	2013-08-25	29.5	Site	Eletrônicos
1843	2014-05-27	35.71	Site	Esporte
3017	2015-05-24	157.89	App	Livros
1264	2013-08-16	135.75	Marketplace	Vestuário
3415	2014-10-16	268.52	Loja Física	Livros
964	2014-06-02	89.08	Site	Casa e Decoração
2843	2015-12-18	226.68	Site	Esporte
2702	2013-04-13	124.62	Site	Esporte
2891	2014-09-06	448.46	App	Eletrônicos
2939	2013-06-29	685.72	Site	Esporte
351	2013-01-19	1749.14	App	Eletrônicos
2493	2013-07-02	236.63	Marketplace	Livros
2689	2014-09-02	291.74	Marketplace	Esporte
1070	2015-08-12	577.89	Site	Beleza
1883	2013-05-13	50.13	Marketplace	Livros
261	2015-06-08	132.88	App	Esporte
2275	2015-01-11	245.44	App	Eletrônicos
1950	2014-06-23	419.94	App	Beleza
315	2015-08-22	251.47	Marketplace	Beleza
3096	2015-09-13	1024.44	Loja Física	Beleza
3179	2013-09-28	16.27	Loja Física	Vestuário
2728	2013-05-03	2450.11	Loja Física	Livros
508	2014-11-15	123.82	Marketplace	Eletrônicos
836	2015-01-27	17.66	Marketplace	Esporte
2106	2015-03-13	319.09	App	Esporte
2108	2015-07-08	80.84	Loja Física	Esporte
672	2015-07-04	144.15	Site	Beleza
3151	2014-02-28	466.65	App	Eletrônicos
787	2015-02-15	1900.2	Marketplace	Casa e Decoração
2547	2014-07-19	142.34	Loja Física	Livros
2939	2013-11-15	2378.19	Site	Vestuário
92	2014-01-12	276.75	App	Esporte
1679	2015-04-02	219.08	Site	Livros
3092	2014-08-24	2180.82	Marketplace	Beleza
547	2015-10-23	1500.25	Marketplace	Livros
1661	2013-11-06	1593.02	App	Esporte
1293	2013-11-18	2571.25	Marketplace	Esporte
1009	2015-10-29	35.56	App	Beleza
542	2013-07-06	850.68	Site	Esporte
924	2014-12-11	320.06	App	Vestuário
1468	2014-04-08	89.21	App	Vestuário
3001	2014-03-02	423.53	Marketplace	Eletrônicos
3482	2013-03-25	87.16	Loja Física	Eletrônicos
906	2014-03-18	138.11	Loja Física	Eletrônicos
1233	2015-09-05	247.87	Loja Física	Esporte
1530	2015-09-04	1288.95	Marketplace	Vestuário
2925	2015-03-31	107.02	Loja Física	Livros
3367	2015-03-07	232.9	Loja Física	Beleza
856	2013-12-17	1460.87	Loja Física	Beleza
600	2015-08-17	295.91	Site	Eletrônicos
2365	2015-02-24	1946.01	Loja Física	Eletrônicos
2028	2013-08-06	1789.05	Site	Casa e Decoração
2218	2015-02-20	160.74	Marketplace	Vestuário
2276	2014-06-20	2136.93	Loja Física	Casa e Decoração
864	2014-03-12	298.93	Marketplace	Vestuário
1505	2013-12-09	243.79	Loja Física	Eletrônicos
952	2014-09-12	1538.2	Site	Esporte
1864	2015-05-08	74.52	Loja Física	Esporte
2582	2013-01-12	88.92	Loja Física	Livros
2245	2015-03-26	109.54	App	Vestuário
2931	2014-04-20	68.32	Site	Vestuário
2273	2013-05-21	71.88	Site	Esporte
335	2013-02-01	1223.03	Loja Física	Vestuário
2276	2015-05-06	2173.55	Marketplace	Livros
3313	2013-03-18	122.31	Site	Livros
2076	2013-04-25	96.33	App	Livros
3056	2015-05-31	475.47	Marketplace	Beleza
726	2014-01-29	2148.64	Site	Beleza
1096	2013-11-14	93.64	Loja Física	Esporte
570	2013-08-27	214.04	Marketplace	Casa e Decoração
321	2013-02-14	364.69	App	Vestuário
1281	2014-07-14	123.39	Loja Física	Casa e Decoração
1754	2013-12-20	54.52	Site	Beleza
1357	2015-05-22	32.12	App	Eletrônicos
840	2013-04-29	2417.44	Marketplace	Beleza
649	2014-11-17	127.08	App	Beleza
2050	2015-08-26	1001.49	App	Beleza
336	2013-10-27	406.39	Loja Física	Livros
1816	2015-07-16	2391.04	Loja Física	Esporte
1230	2014-04-24	142.51	Marketplace	Esporte
20	2013-05-19	130.25	Loja Física	Eletrônicos
2520	2015-12-15	269.61	Site	Eletrônicos
2329	2014-11-22	345.2	Site	Esporte
935	2015-09-12	26.5	Loja Física	Esporte
1706	2014-08-24	635.53	Site	Livros
106	2015-01-27	155.54	Marketplace	Casa e Decoração
1467	2013-04-28	487.81	Site	Esporte
3100	2015-01-08	54.49	Marketplace	Esporte
2075	2015-05-30	131.01	Loja Física	Beleza
907	2014-06-13	246.57	App	Livros
1580	2014-05-29	2132.12	App	Beleza
1666	2014-08-21	181.66	Marketplace	Vestuário
827	2015-01-04	45.94	Site	Beleza
641	2014-07-10	1740.29	App	Beleza
2156	2014-06-19	68.0	App	Livros
427	2013-09-16	254.31	App	Vestuário
1775	2013-09-30	76.07	Site	Livros
1872	2014-06-04	741.33	Loja Física	Beleza
1108	2013-09-14	1662.53	Site	Beleza
604	2015-03-15	157.89	App	Beleza
42	2014-08-14	21.08	Marketplace	Casa e Decoração
1594	2013-06-26	257.38	Loja Física	Vestuário
1547	2013-01-19	101.91	Loja Física	Livros
3084	2015-05-21	412.84	Loja Física	Beleza
2680	2013-05-30	150.56	Loja Física	Beleza
2447	2014-04-04	119.63	App	Vestuário
434	2014-04-28	1417.78	Loja Física	Beleza
679	2014-05-09	84.25	Marketplace	Esporte
1684	2015-10-23	954.71	Marketplace	Vestuário
31	2013-03-30	35.87	Marketplace	Esporte
2399	2014-10-08	196.16	Marketplace	Esporte
1477	2013-06-17	54.35	App	Eletrônicos
1070	2015-05-22	1051.64	App	Beleza
1384	2014-06-10	247.36	Loja Física	Livros
228	2014-03-11	405.33	Site	Casa e Decoração
1304	2013-05-16	214.95	Site	Eletrônicos
268	2014-12-21	201.61	Loja Física	Esporte
3036	2015-02-04	198.3	Marketplace	Eletrônicos
532	2015-08-30	172.57	App	Casa e Decoração
665	2015-06-18	205.64	Marketplace	Eletrônicos
351	2013-06-09	202.09	Loja Física	Eletrônicos
2234	2013-07-19	192.58	Marketplace	Casa e Decoração
2746	2015-12-05	428.79	Site	Livros
183	2013-03-23	2292.99	Site	Casa e Decoração
617	2015-02-12	100.05	Loja Física	Esporte
1249	2015-10-05	480.93	Site	Eletrônicos
3413	2014-04-14	31.1	Marketplace	Eletrônicos
3103	2014-09-15	114.8	Loja Física	Casa e Decoração
167	2013-09-02	36.96	Marketplace	Livros
438	2013-06-22	143.76	Marketplace	Livros
1582	2014-11-10	149.49	App	Beleza
1257	2013-08-11	198.7	Loja Física	Beleza
645	2015-02-23	443.14	Loja Física	Casa e Decoração
1467	2014-04-13	289.04	Loja Física	Livros
3425	2013-12-15	89.22	Loja Física	Casa e Decoração
132	2015-10-22	24.72	Site	Esporte
1810	2013-02-12	67.45	App	Livros
1594	2015-10-01	127.22	Site	Livros
952	2015-04-13	1458.55	Loja Física	Vestuário
3417	2015-09-06	66.83	App	Casa e Decoração
1688	2013-10-27	81.5	Loja Física	Livros
2312	2014-03-05	32.62	Loja Física	Livros
1106	2014-09-10	148.66	App	Esporte
3472	2013-03-18	88.9	Loja Física	Eletrônicos
1511	2014-02-10	111.28	Loja Física	Vestuário
244	2015-07-27	92.96	Marketplace	Eletrônicos
583	2013-12-31	57.11	App	Eletrônicos
1187	2014-09-11	339.94	Site	Vestuário
844	2015-11-02	489.23	App	Livros
1146	2015-08-06	250.46	Loja Física	Eletrônicos
2570	2013-09-18	228.84	App	Livros
3479	2013-07-28	232.43	Marketplace	Livros
3192	2015-01-16	370.73	App	Livros
3177	2013-10-11	150.13	App	Vestuário
478	2015-10-14	263.17	App	Esporte
999	2015-08-20	1105.05	Site	Livros
1813	2015-12-04	242.68	App	Casa e Decoração
2697	2015-01-14	135.05	App	Eletrônicos
1840	2015-01-04	1400.16	Loja Física	Vestuário
2050	2013-03-07	273.43	Marketplace	Casa e Decoração
1768	2013-12-18	1758.46	Site	Casa e Decoração
1201	2013-02-01	176.11	Site	Beleza
3316	2013-09-14	76.75	App	Eletrônicos
2234	2014-07-01	143.73	App	Beleza
1061	2014-03-29	472.57	Loja Física	Eletrônicos
1728	2015-06-15	45.7	Marketplace	Eletrônicos
1423	2013-01-28	1670.65	Marketplace	Casa e Decoração
551	2014-11-24	222.91	App	Casa e Decoração
1936	2015-08-28	1621.01	App	Beleza
311	2013-04-29	223.45	Site	Casa e Decoração
2190	2015-07-25	1756.96	App	Vestuário
2115	2013-05-31	50.23	Loja Física	Beleza
1663	2014-05-07	33.29	App	Vestuário
1845	2014-11-25	442.9	Marketplace	Beleza
264	2013-02-25	90.85	Loja Física	Vestuário
1776	2014-06-30	217.68	Loja Física	Eletrônicos
2967	2015-06-02	298.25	Site	Eletrônicos
3151	2015-12-24	2959.21	Site	Livros
2970	2015-06-11	297.33	Site	Beleza
2898	2014-12-27	2506.56	Loja Física	Beleza
673	2014-03-25	686.08	Marketplace	Livros
24	2015-10-29	38.87	Loja Física	Esporte
110	2013-05-25	568.2	Marketplace	Casa e Decoração
305	2015-07-16	85.36	Loja Física	Vestuário
216	2015-11-16	595.44	Marketplace	Esporte
820	2015-05-21	150.66	Loja Física	Vestuário
1135	2015-02-14	154.81	Marketplace	Esporte
2513	2013-03-10	208.99	Marketplace	Beleza
159	2015-07-05	101.6	Loja Física	Livros
2468	2014-05-29	293.7	Site	Eletrônicos
1606	2015-09-10	106.23	Site	Livros
1558	2015-12-05	81.42	App	Beleza
787	2014-08-25	2960.37	Marketplace	Esporte
2374	2013-02-18	194.49	Site	Livros
3001	2013-01-05	65.28	Marketplace	Esporte
2727	2014-11-12	122.35	Marketplace	Beleza
3170	2013-05-21	400.44	Marketplace	Esporte
1382	2014-07-04	179.89	App	Beleza
1721	2014-04-21	198.33	Marketplace	Beleza
2839	2014-08-21	362.9	Marketplace	Livros
1367	2015-01-24	111.92	Loja Física	Esporte
793	2013-12-23	264.46	Marketplace	Vestuário
268	2015-01-17	2957.44	Site	Casa e Decoração
1138	2013-01-29	140.27	Site	Eletrônicos
585	2014-04-12	148.41	Site	Esporte
2406	2014-05-02	51.42	Site	Casa e Decoração
3119	2014-08-03	195.33	Site	Beleza
2346	2015-12-03	1975.64	Loja Física	Beleza
3069	2013-05-27	2513.07	Marketplace	Beleza
881	2013-05-05	43.52	Loja Física	Eletrônicos
840	2013-09-08	2483.52	App	Eletrônicos
955	2014-10-01	90.29	App	Beleza
2954	2014-12-14	98.21	App	Esporte
1197	2013-04-18	177.45	Loja Física	Beleza
1127	2013-10-19	273.73	Loja Física	Esporte
906	2013-02-03	290.55	Marketplace	Eletrônicos
1906	2014-11-21	286.72	Marketplace	Livros
791	2015-06-15	229.33	Site	Livros
679	2015-04-26	83.26	Site	Livros
2007	2015-01-23	188.43	Site	Vestuário
1230	2015-03-13	192.68	Marketplace	Livros
1841	2015-12-21	127.61	Marketplace	Esporte
1667	2015-11-24	284.17	Marketplace	Esporte
1745	2015-03-05	292.39	App	Vestuário
2006	2015-01-02	257.25	Site	Casa e Decoração
309	2014-07-11	137.78	Site	Casa e Decoração
1580	2013-04-21	1044.66	Marketplace	Casa e Decoração
2007	2015-10-09	446.6	Marketplace	Beleza
3371	2013-07-07	1519.82	Marketplace	Esporte
1702	2015-01-30	60.06	Loja Física	Casa e Decoração
315	2014-07-18	229.44	Loja Física	Livros
949	2014-09-03	2329.73	Site	Eletrônicos
1846	2015-04-18	445.5	Site	Eletrônicos
2168	2013-08-19	139.25	App	Beleza
3167	2015-02-15	109.62	Loja Física	Beleza
2055	2013-03-07	1483.71	Loja Física	Eletrônicos
3120	2015-12-26	75.9	Site	Casa e Decoração
2041	2014-03-08	143.42	App	Casa e Decoração
2612	2015-02-27	157.76	Site	Beleza
774	2013-10-15	295.86	Loja Física	Casa e Decoração
574	2014-06-15	530.03	App	Livros
763	2015-01-26	151.4	Marketplace	Casa e Decoração
3102	2014-04-07	276.88	Loja Física	Esporte
2257	2013-08-05	87.88	App	Casa e Decoração
856	2015-07-07	944.24	Loja Física	Vestuário
2325	2013-11-21	2048.76	Loja Física	Esporte
3086	2013-12-21	35.24	Marketplace	Vestuário
2982	2014-06-26	35.33	App	Casa e Decoração
3098	2014-12-18	2706.92	Site	Esporte
2891	2015-03-29	1213.23	App	Casa e Decoração
2577	2015-10-02	125.92	Loja Física	Beleza
829	2013-02-11	187.85	Site	Esporte
1682	2014-10-01	83.2	App	Esporte
917	2013-10-01	69.65	Loja Física	Livros
1860	2014-04-06	404.29	Loja Física	Vestuário
953	2015-06-05	623.65	Loja Física	Beleza
2241	2013-06-10	421.15	Loja Física	Casa e Decoração
3479	2013-08-24	40.23	Site	Esporte
944	2015-07-19	195.78	Marketplace	Esporte
486	2013-09-28	1948.93	Marketplace	Esporte
2013	2014-11-17	140.21	Marketplace	Esporte
3371	2013-01-18	2986.03	App	Livros
1288	2013-10-21	386.5	Site	Casa e Decoração
2888	2013-08-21	37.36	App	Casa e Decoração
645	2015-12-11	381.33	Loja Física	Casa e Decoração
2684	2013-06-02	83.63	Marketplace	Eletrônicos
2174	2014-03-14	400.91	App	Livros
3188	2013-07-02	87.47	App	Esporte
2160	2015-01-27	413.33	Loja Física	Livros
476	2015-11-07	129.32	Loja Física	Esporte
1723	2015-03-13	119.94	Site	Casa e Decoração
1215	2015-03-11	196.03	Site	Livros
230	2015-01-21	1898.76	Site	Beleza
1626	2013-12-04	130.18	Loja Física	Vestuário
1269	2015-02-05	41.08	App	Livros
2632	2013-10-08	154.35	Marketplace	Livros
2208	2013-06-27	92.59	Site	Vestuário
2290	2015-01-27	135.67	Loja Física	Esporte
2938	2015-09-10	475.89	Site	Vestuário
1469	2014-04-04	203.85	Site	Eletrônicos
2055	2014-09-07	964.27	Loja Física	Esporte
2244	2013-10-04	105.71	Marketplace	Livros
2532	2015-03-18	206.05	Loja Física	Eletrônicos
775	2015-03-18	193.39	Loja Física	Vestuário
2510	2014-06-22	93.93	App	Casa e Decoração
336	2014-01-11	282.75	Marketplace	Vestuário
3448	2013-02-15	232.14	App	Casa e Decoração
1215	2013-07-15	193.59	Marketplace	Beleza
3093	2014-01-20	191.46	Loja Física	Beleza
1514	2014-05-18	334.12	App	Livros
1571	2015-09-27	671.79	App	Livros
2729	2013-11-07	1769.04	Marketplace	Vestuário
3415	2014-04-17	246.27	Loja Física	Esporte
808	2014-07-24	92.96	Marketplace	Esporte
2126	2014-05-11	2599.45	Site	Beleza
1931	2014-10-21	133.51	Loja Física	Casa e Decoração
2827	2013-04-02	246.93	Site	Casa e Decoração
200	2015-03-25	260.33	Site	Livros
1937	2014-02-27	196.03	App	Casa e Decoração
34	2013-02-09	778.08	Site	Eletrônicos
2239	2013-10-31	120.23	App	Esporte
1511	2014-12-13	117.31	Loja Física	Vestuário
2419	2015-03-20	2289.38	Loja Física	Livros
3034	2013-02-24	48.41	Site	Casa e Decoração
770	2014-09-24	806.81	App	Beleza
377	2015-01-18	193.89	Marketplace	Vestuário
3018	2014-10-09	69.98	Site	Livros
2963	2013-08-06	68.65	Loja Física	Beleza
2964	2014-07-22	350.67	App	Esporte
3343	2015-06-09	265.09	App	Livros
1041	2015-07-31	252.6	Marketplace	Casa e Decoração
1563	2014-12-25	66.47	Marketplace	Esporte
3309	2013-04-02	46.33	Site	Livros
1707	2014-05-28	287.87	Marketplace	Vestuário
1657	2013-07-22	56.68	Loja Física	Vestuário
230	2015-09-24	1488.44	App	Beleza
851	2015-03-29	443.45	Loja Física	Vestuário
1550	2015-10-21	129.65	App	Livros
1502	2013-08-28	2880.35	Loja Física	Casa e Decoração
2926	2015-05-07	54.74	App	Casa e Decoração
1264	2014-06-25	489.98	App	Casa e Decoração
2128	2015-06-10	62.44	Marketplace	Esporte
2963	2015-08-24	362.66	Marketplace	Esporte
2015	2014-12-24	205.56	App	Vestuário
585	2013-11-12	287.48	Marketplace	Eletrônicos
825	2014-09-06	883.78	Site	Esporte
1189	2015-03-12	102.18	Loja Física	Beleza
2978	2015-10-12	318.68	App	Esporte
1070	2014-02-19	2204.01	Loja Física	Eletrônicos
1101	2013-12-31	55.53	Site	Livros
3304	2013-05-15	162.42	App	Casa e Decoração
2754	2013-02-26	193.05	Loja Física	Casa e Decoração
1546	2014-07-27	173.53	Site	Esporte
169	2013-05-05	59.73	App	Esporte
2629	2014-03-24	288.94	App	Beleza
2967	2014-09-08	619.47	Loja Física	Eletrônicos
237	2013-06-15	142.82	App	Esporte
2311	2015-11-04	243.05	Marketplace	Casa e Decoração
1993	2015-01-11	130.95	Loja Física	Casa e Decoração
856	2014-02-19	2168.11	App	Eletrônicos
3325	2014-02-15	1137.84	Marketplace	Vestuário
1122	2015-02-07	696.32	Site	Beleza
2521	2013-06-18	116.43	Marketplace	Esporte
2348	2015-06-06	387.02	Loja Física	Beleza
1592	2015-05-26	65.66	Site	Beleza
3427	2013-03-10	65.66	Site	Vestuário
1872	2014-10-23	1131.37	Site	Vestuário
1018	2013-09-26	268.17	Loja Física	Eletrônicos
1947	2015-11-18	2707.64	App	Esporte
328	2014-01-24	54.59	Loja Física	Livros
989	2015-07-31	83.81	Loja Física	Esporte
3419	2014-03-14	545.66	Marketplace	Eletrônicos
1263	2013-10-03	110.38	Loja Física	Livros
2012	2013-04-25	283.89	Site	Livros
1906	2015-08-11	174.54	Site	Livros
1834	2013-04-11	2374.93	Loja Física	Vestuário
1036	2014-04-05	193.7	App	Esporte
1741	2014-03-03	74.11	Site	Vestuário
3085	2015-10-12	170.99	Loja Física	Livros
1358	2013-09-13	140.71	Loja Física	Eletrônicos
355	2015-05-18	1556.79	Site	Eletrônicos
3419	2014-11-06	1630.69	Loja Física	Livros
3162	2014-07-18	238.56	Loja Física	Eletrônicos
3102	2013-05-20	446.94	Marketplace	Eletrônicos
2839	2014-08-05	467.4	Loja Física	Vestuário
2915	2014-09-07	22.7	Site	Casa e Decoração
1551	2013-01-28	76.19	Marketplace	Esporte
378	2014-02-23	24.15	App	Esporte
2602	2015-02-14	1664.59	Marketplace	Beleza
2690	2013-05-05	21.15	Site	Vestuário
1313	2014-03-03	222.1	Site	Eletrônicos
2876	2014-02-21	93.97	Site	Eletrônicos
1111	2014-12-31	168.48	Site	Eletrônicos
825	2015-12-06	795.76	Loja Física	Esporte
1491	2015-09-26	147.4	App	Eletrônicos
391	2015-05-12	138.62	App	Esporte
2470	2015-12-10	149.51	Marketplace	Eletrônicos
2258	2013-03-09	148.91	Site	Livros
116	2014-10-20	248.08	Site	Esporte
1812	2014-05-25	378.53	App	Esporte
1931	2014-05-26	161.14	Loja Física	Esporte
1059	2015-05-17	157.55	App	Casa e Decoração
357	2015-10-16	623.32	App	Esporte
1664	2013-04-01	50.09	Loja Física	Livros
438	2014-01-24	102.05	App	Vestuário
274	2014-12-11	144.5	Loja Física	Vestuário
255	2013-03-28	1347.81	Loja Física	Beleza
1188	2015-11-14	183.4	Site	Eletrônicos
1293	2014-02-05	2051.62	App	Vestuário
863	2013-11-20	112.8	Marketplace	Vestuário
61	2014-12-04	1110.06	Loja Física	Vestuário
1663	2015-07-28	70.41	App	Beleza
1419	2013-07-23	1950.6	Loja Física	Casa e Decoração
3120	2014-06-10	182.59	Site	Esporte
772	2014-05-20	85.35	App	Esporte
1070	2013-10-10	621.03	App	Esporte
1691	2013-04-23	225.65	App	Beleza
3381	2014-01-23	193.27	Loja Física	Esporte
3165	2013-09-21	120.62	Loja Física	Esporte
99	2015-11-27	693.62	Marketplace	Vestuário
242	2014-07-20	237.39	Loja Física	Vestuário
1264	2014-08-13	364.42	Marketplace	Livros
2110	2014-12-11	63.9	Marketplace	Beleza
1179	2015-12-01	228.5	Site	Beleza
1184	2015-07-19	241.03	Loja Física	Livros
761	2014-03-31	262.43	App	Beleza
2575	2015-06-09	149.59	Site	Eletrônicos
308	2013-06-14	117.33	App	Vestuário
2275	2013-03-27	1768.29	Site	Eletrônicos
2963	2014-03-10	322.84	Loja Física	Casa e Decoração
1297	2013-10-08	92.01	App	Eletrônicos
1512	2013-02-23	165.04	App	Casa e Decoração
2608	2015-08-16	287.25	App	Esporte
1716	2014-03-21	217.3	Loja Física	Vestuário
844	2013-04-07	433.35	Site	Livros
3096	2015-03-11	887.13	Loja Física	Eletrônicos
943	2014-04-10	234.61	Marketplace	Beleza
1718	2015-01-03	252.07	Site	Livros
3474	2013-10-26	90.07	Marketplace	Eletrônicos
3266	2014-10-13	146.03	Marketplace	Eletrônicos
1264	2013-10-09	141.09	Marketplace	Livros
707	2014-03-04	174.39	Marketplace	Casa e Decoração
517	2015-11-27	17.0	Site	Eletrônicos
1355	2015-06-29	285.51	Site	Vestuário
3346	2013-06-16	294.31	Loja Física	Esporte
3355	2014-11-15	458.8	Marketplace	Livros
2096	2014-03-16	52.2	App	Vestuário
34	2015-10-27	810.07	Site	Casa e Decoração
3117	2013-10-06	31.79	Loja Física	Livros
1973	2014-04-25	92.17	Marketplace	Livros
1766	2015-01-25	226.03	Site	Vestuário
3371	2013-07-31	2150.39	Marketplace	Casa e Decoração
1427	2014-06-15	171.74	Loja Física	Beleza
3030	2013-02-11	134.07	Loja Física	Livros
2126	2015-03-08	280.58	Loja Física	Livros
374	2013-02-18	214.81	Marketplace	Livros
1041	2014-08-22	195.98	Marketplace	Esporte
3083	2014-08-31	101.45	Loja Física	Casa e Decoração
319	2014-03-13	15.04	Site	Casa e Decoração
216	2014-09-01	2559.33	App	Eletrônicos
819	2015-11-02	129.09	App	Casa e Decoração
1830	2015-03-17	1049.69	App	Eletrônicos
1892	2014-11-04	113.41	App	Beleza
55	2013-06-14	279.95	Loja Física	Esporte
2034	2014-05-27	73.94	Site	Beleza
2642	2013-09-27	34.62	Site	Livros
372	2014-05-16	223.69	Site	Casa e Decoração
3325	2015-03-19	2533.3	App	Livros
2728	2013-03-04	1054.15	Loja Física	Casa e Decoração
398	2014-07-31	139.06	Marketplace	Eletrônicos
332	2013-04-07	115.42	Loja Física	Esporte
824	2015-01-03	58.22	Marketplace	Esporte
1659	2013-05-08	175.52	App	Esporte
1812	2014-06-20	242.61	Marketplace	Livros
2207	2013-05-06	462.31	Site	Vestuário
129	2015-03-07	207.31	Marketplace	Vestuário
1051	2015-01-11	279.98	Marketplace	Vestuário
1842	2013-11-17	1470.91	App	Livros
1661	2014-12-14	1198.89	Loja Física	Casa e Decoração
1454	2013-06-18	397.94	App	Casa e Decoração
741	2015-01-21	254.62	App	Esporte
1687	2013-08-18	2283.49	Site	Beleza
1061	2013-11-23	464.84	Site	Livros
3350	2015-01-03	1723.39	Site	Eletrônicos
3296	2014-08-31	313.69	Site	Beleza
701	2013-11-05	249.36	Loja Física	Esporte
2012	2013-01-22	443.4	App	Casa e Decoração
2994	2015-06-11	2655.54	Marketplace	Vestuário
355	2014-06-20	2317.76	Site	Casa e Decoração
3195	2013-05-18	89.38	Site	Esporte
1691	2015-01-07	185.48	Loja Física	Livros
1646	2014-12-16	176.19	Marketplace	Beleza
730	2014-10-12	203.48	Loja Física	Livros
1659	2015-11-24	50.22	Site	Eletrônicos
929	2014-09-16	188.65	App	Eletrônicos
287	2013-06-01	68.52	Site	Esporte
2785	2014-11-11	194.32	Site	Eletrônicos
752	2015-07-13	1390.11	Loja Física	Vestuário
2365	2015-05-22	781.24	Marketplace	Livros
1651	2014-01-04	188.26	Marketplace	Esporte
2373	2015-05-22	143.44	Loja Física	Esporte
1924	2014-09-20	58.55	Site	Beleza
3305	2014-06-29	54.34	Marketplace	Beleza
2304	2015-01-09	181.41	Loja Física	Vestuário
2268	2014-03-19	425.45	Loja Física	Vestuário
165	2015-08-26	236.18	Loja Física	Esporte
3241	2013-12-27	193.46	App	Eletrônicos
1216	2015-03-25	169.3	Loja Física	Casa e Decoração
631	2014-09-10	837.71	App	Casa e Decoração
1819	2015-12-26	390.14	Marketplace	Esporte
1419	2014-03-20	367.69	Site	Vestuário
246	2013-09-14	32.55	Site	Livros
2195	2015-10-03	24.17	Site	Esporte
1556	2015-07-02	277.02	Loja Física	Beleza
725	2013-01-13	607.9	Site	Esporte
2026	2014-11-16	217.1	App	Casa e Decoração
3215	2013-09-30	104.11	Marketplace	Livros
338	2015-11-20	204.85	App	Vestuário
1673	2014-05-02	182.38	App	Esporte
953	2014-10-18	1419.06	App	Beleza
2272	2014-11-14	384.11	Site	Esporte
527	2015-10-29	475.54	App	Vestuário
527	2014-11-09	348.58	Site	Livros
1397	2014-06-11	245.41	App	Casa e Decoração
2311	2014-12-29	378.49	App	Eletrônicos
3288	2013-08-21	408.41	Marketplace	Livros
2072	2014-01-06	126.58	Loja Física	Beleza
596	2014-02-14	499.82	App	Beleza
1868	2014-07-03	39.75	Marketplace	Eletrônicos
1216	2013-07-23	266.39	Loja Física	Beleza
255	2014-03-27	1783.58	Site	Vestuário
1877	2013-01-25	116.01	Marketplace	Vestuário
1491	2014-10-29	423.01	Site	Vestuário
2055	2013-07-26	876.62	Loja Física	Casa e Decoração
2200	2014-08-26	57.23	Marketplace	Esporte
2007	2015-01-05	196.31	App	Beleza
296	2015-12-27	41.22	Marketplace	Vestuário
1043	2015-11-10	183.0	Loja Física	Casa e Decoração
2842	2014-08-12	248.1	Loja Física	Esporte
2951	2013-09-19	135.49	Site	Eletrônicos
339	2015-06-24	22.79	Marketplace	Beleza
1883	2014-10-26	245.36	Site	Beleza
1127	2013-11-05	64.68	Site	Esporte
2208	2015-10-19	99.04	Site	Livros
357	2015-09-12	1491.27	App	Eletrônicos
830	2014-12-03	232.38	Marketplace	Beleza
1201	2015-06-14	79.59	Marketplace	Eletrônicos
3356	2015-04-30	91.31	Marketplace	Esporte
347	2015-09-30	727.98	Marketplace	Beleza
2871	2014-05-22	279.51	App	Livros
2047	2014-09-04	144.14	App	Eletrônicos
1122	2015-02-24	2774.81	Site	Casa e Decoração
2365	2015-10-15	1988.18	Site	Esporte
2647	2015-08-20	27.55	Marketplace	Vestuário
3320	2015-05-14	213.39	Marketplace	Esporte
2421	2015-04-16	53.36	Loja Física	Eletrônicos
3216	2014-12-06	938.94	Site	Vestuário
1322	2015-06-21	498.75	Marketplace	Esporte
1707	2014-12-04	267.74	Site	Livros
2053	2015-09-23	1473.44	App	Vestuário
558	2015-05-29	2376.2	App	Livros
445	2015-07-11	257.48	Marketplace	Vestuário
2832	2014-07-16	246.59	Loja Física	Casa e Decoração
3443	2014-02-02	568.76	Site	Casa e Decoração
2394	2015-01-22	152.76	Site	Eletrônicos
444	2015-03-31	503.19	Loja Física	Casa e Decoração
244	2013-03-17	153.75	App	Casa e Decoração
2264	2013-09-15	273.01	Marketplace	Livros
111	2014-07-30	413.97	Marketplace	Livros
631	2014-07-14	1986.52	Site	Livros
2042	2015-10-30	270.71	Marketplace	Livros
2009	2013-09-10	76.53	Site	Livros
